filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimCoordinates	dwc:verbatimEventDate	dwc:eventDate	dwc:municipality	dwc:county	dwc:stateProvince	dwc:country	aocr:verbatimScientificName	dwc:scientificName	dwc:verbatimLocality	dwc:habitat	dwc:substrate	dwc:verbatimElevation	dwc:identifiedBy	dwc:dateIdentified	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:decimalLatitude	dwc:decimalLongitude	aocr:verbatimInstitution	dwc:datasetName	dwc:fieldNotes	dwc:sex	dwc:occurrenceRemarks	dwc:associatedTaxa
WIS-L-0012035_lg.jpg		Stephen Talbot & Sandra Looman	714	60°09'N, 152°36'W	3 September 1987	1987-09-03			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Cook Inlet Kenai (A7) Quadrangle	Alpine dwarf shrub tundra		2000 Feet			60°09'N	152°36'W	60.15	-152.6		FLORA OF ALASKA				
TENN-L-0000089_lg.jpg	TENN-L-0000089	Walter Kiener	4387	Lat.40° N.	July 25,1936	1936-07-25			COLORADO	U.S.A.	Alectoria nigricans (Ach.) Nyl	Alectoria nigricans (Ach.) Nyl	Rocky Mountain National Park Longs Peak. High-alpine	Over siliceous rocks	Over siliceous rocks	13,500 ft.			40° N.		40		University of Tennessee (TENN)	Lichens of COLORADO				
WIS-L-0012084_lg.jpg		Stephen & Sandra Talbot	SM97-202	60° 34.515'N 172° 59.457'W	21 July 1997	1997-07-21			Alaska	USA	Cetraria delisei (Bory) Th. Fr.	Cetraria delisei (Bory) Th. Fr.	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad.	On peat mound in Rubus chamaemorus meadow	On peat mound in Rubus chamaemorus meadow	33 m	John W. Thomson	1998	60° 34.515'N	172° 59.457'W	60.575	-172.991		FLORA of ALASKA				
TENN-L-0000018_lg.jpg	TENN-L-0000018	Barbara Moore	555		17 May 1963	1963-05-17		Sevier	TENNESSEE	USA	Actinogyra muhlenbergii (Ach.) Scholander	Actinogyra muhlenbergii (Ach.) Scholander	GSMNP between Rainbow Falls & Mt. LeConte	conglomerate	conglomerate		Barbara Moore						University of Tennessee (TENN)	FLORA OF TENNESSEE				
NY01075779_lg.jpg	1075779	Richard C. Harris	53568	"44°37'27""N, 73°25'50""W"	18 May 2007	2007-05-18	Town of Peru	Clinton	New York	U.S.A.	Zwackhiomyces dispersus Körber) Triebel & Grube	Zwackhiomyces dispersus Körber) Triebel & Grube	Town of Peru, Valcour Island in Lake Champlain, Bluff Point	dolomite rock along lake shore and adjacent Thuja forest.	Protoblastenia rupestris				"44°37'27""N"	"73°25'50""W"	44.624	-73.431	NEW YORK BOTANICAL GARDEN	Lichens of New York				
WIS-L-0012076_lg.jpg		Stephen S. Talbot	333	"66°12'23.6"" N 160° 15'01.9"" W"	24 July 2003	2003-07-24			Alaska	USA	Cetraria pinastri (Scop.) S. Gray	Cetraria pinastri (Scop.) S. Gray	Selawik NWR, Lake 180 area Quad. Map Selawik (A-3) Alaska	Epiphytic on Alnus viridis in Alnus viridis-Calamagrostis canadensis thicket along brook	on Alnus viridis	204 ft	John W. Thomson	2003-11	"66°12'23.6"" N"	"160° 15'01.9"" W"	66.207	-160.251		FLORA of ALASKA				
NY01075806_lg.jpg	1075806	G. T. Johnson	s.n.		4 Sep 1960	1960-09-04		ANDERSON	TENNESSEE	USA	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	5 mi NW of Oliver Springs.										NEW YORK BOTANICAL GARDEN	LICHENS OF TENNESSEE				
NY01075769_lg.jpg	1075769	Wayne P. Armstrong			20 Dec 1991	1991-12-20		San Diego	CALIFORNIA	USA	Pyrenocollema halodytes (Nyl.) R. C. Harris	Pyrenocollema halodytes (Nyl.) R. C. Harris	Point Loma, tidepool area of Cabrillo Nat. Monument, on granitic boulders in middle intertidal (barnacle) zone.	granitic boulders in middle intertidal (barnacle) zone									NEW YORK BOTANICAL GARDEN	lichens of CALIFORNIA				
WIS-L-0011735_lg.jpg		C.E. Garton	16199	48° 24' 86° 11'	16 Aug. 1974	1974-08-16				Canada	Cetraria islandica (L.) Ach.	Cetraria islandica (L.) Ach.	Fisherman's beach at Oiseau Bay PUKASKWA NATIONAL PARK	On sandy beach in exposed area often with Juniperus horizontalis	On sandy beach		H.L. Dickson	1974-10	48° 24'	86° 11'	48.4	-86.183						
WIS-L-0012052_lg.jpg		Stephen S. Talbot	224A	"66°33'41.6"" N 158°59'56.6"" W"	19 July 2003	2003-07-19			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Selawik NWR Quad. Map Shungnak (C-6) Alaska	On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland		11 ft	John W. Thomson	2003-11	"66°33'41.6"" N"	"158°59'56.6"" W"	66.562	-158.999		FLORA of ALASKA				
NY01075802_lg.jpg	1075802	H. W. Ravenel			1857	1857			SOUTH CAROLINA	USA	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Santee Canal										NEW YORK BOTANICAL GARDEN	LICHENS OF SOUTH CAROLINA				
TENN-L-0000042_lg.jpg	TENN-L-0000042	Dr. & Mrs. A. J. Sharp, Z. Iwatsuki & I. Yoshimura	650161		Oct. 30, 1965	1965-10-30		Macon	NORTH CAROLINA	U. S. A.	Actinogyra muhlenbergii (Ach.) Llano	Actinogyra muhlenbergii (Ach.) Llano	Highlands, National forest										University of Tennessee (TENN)	LICHENS OF NORTH AMERICA				
WIS-L-0012034_lg.jpg		Stephen & Sandra Talbot	434	52°55.4'N, 172°28.0'E	15 Jul 1988	1988-07-15			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Cape Wrangell, Attu Island, Aleutian Islands; 52°55.4'N, 172°28.0'E Map/Quad.: Attu C-6 NW	Rock cliff outcrop		1240-1600 ft	John W. Thomson		52°55.4'N	172°28.0'E	52.923	172.467		FLORA OF ALASKA				
TENN-L-0000005_lg.jpg	TENN-L-0000005	W. A. Weber, R. A. Anderson & D. D. Awasthi			1 Feb. 1961	1961-02-01		BOULDER	COLORADO	U.S.A.	Acarospora flava (Bell.) Trev.	Acarospora flava (Bell.) Trev.	on vertical faces of talus blocks, west base of Steamboat Mountain, foothills of Front Range 2 miles N.W. of Lyons, alt. 1,900 m.	on vertical faces of talus blocks		1,900 m.							University of Tennessee (TENN)	LICHENES EXSICCATI			Rev. Period. Lav. I.R. Accad. Padova 262. 1851-52. — Lichen flavus Bell., Append. Fl. Pedemont. 55. 1792. — Acarospora chlorophana (Wg.) Mass., Ricerche 27. 1852. — A. oxylona (Ach.) Mass., ibid. p. 28. - A. sulphurata Arn., Lich. Ausfl. 22: 63. 1886.—A. hilaris (Duf.) Hue, Morph, et Anat. 113. 1909. — A. texana Magn. in Mycologia 21: 250. 1929. — A. gobiensis Magn., Monogr. Acar. 98. 1929. — A. novo- mexicana Magn. in Medd. Goteb. Tradg. 5: 58. 1930. — A. incertula Magn., l.c. p. 61. — A erythrophora Magn., l.c. p. 60. — A. weldensis Magn. in Goteb. Kgl. Vet. Handl. F. 6, ser. B, Bd. 6, No. 17: 15. 1956.	
WIS-L-0012055_lg.jpg		Stephen S. Talbot	227A	"66°33'41.6""N 158°59'56.6""W"	19 July 2003	2003-07-19	Shungnak		ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Selawik NWR Quad. Map Shungnak (C-6) Alaska	On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland	On feathermosses	11 ft	John W. Thomson	2003-11	"66°33'41.6""N"	"158°59'56.6""W"	66.562	-158.999		FLORA of ALASKA				
TENN-L-0000052_lg.jpg	TENN-L-0000052	H. & V. Bailey	46		June 20, 1939	1939-06-20		Flathead	Montana	USA	Alectoria	Alectoria	Avalanche Lake Trail east of Lake McDonald	On logs, rocks or humus, trunks of trees, etc.		About 3500 ft.							University of Tennessee (TENN)	LICHENS OF GALCIER NATIONAL PARK				
NY01075768_lg.jpg	1075768	William R. Buck	35573	45°15'N, 66°02'W	6 May 1999	1999-05-06		Saint John	New Brunswick	Canada	Pyrenocollema halodytes (Nyl.) R. C. Harris	Pyrenocollema halodytes (Nyl.) R. C. Harris	Saint John, Bay of Fundy, Digby Ferry Landing, ca. 45°15'N, 66°02'W; below high tide mark.	on snail shells in tidal pool below high tide mark	on snail shells in tidal pool				45°15'N	66°02'W	45.25	-66.033	NEW YORK BOTANICAL GARDEN	Cryptogams of Canada				
WIS-L-0012050_lg.jpg		Stephen S. Talbot & Sandra L. Talbot	271	54° 54.109'N 159° 15.935'W	20 July 1996	1996-07-20			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Simeonof Is.; Shumagin Islands, Alaska; N slope of Hill 1436 Quad. Map Simeonof Island (D-1), Alaska	Beneath boulder on upper mountain slope		400 m	John W. Thomson	1997	54° 54.109'N	159° 15.935'W	54.902	-159.266		FLORA of ALASKA				
TENN-L-0000073_lg.jpg	TENN-L-0000073	J.W.Thomson J.A. Larsen		Lat. 66° 10' N., Long. 94° 25' W	July 20 & 21, 1959	1959-07-20/1959-07-21		District of Keewatin	NORTHWEST TERRITORIES	Canada	Alectoria lanea (Ehrh.)Vainio	Alectoria lanea (Ehrh.)Vainio	ROSSBY LAKE, in central Keewatin Lat. 66° 10' N., Long. 94° 25' W.	(Cornicularia divergens intermixed) On esker and nearby ridges	On esker and nearby ridges				66° 10' N.	94° 25' W.	66.167	-94.417	University of Tennessee (TENN)	LICHENES ARCTICI				
TENN-L-0000091_lg.jpg	TENN-L-0000091	A.J. Sharp			19 July 1958	1958-07-19			ALASKA	USA	Alectoria nigricans (Ach.) Nyl.	Alectoria nigricans (Ach.) Nyl.	At the Point, Barrow				JWT.	1963					University of Tennessee (TENN)	LICHENS OF ALASKA				
TENN-L-0000002_lg.jpg	TENN-L-0000002	WALTER KIENER	3631		July 1, 1936	1936-07-01		Lancaster	Nebraska	USA	Acarospora cervina (Ach.) Mass.	Acarospora cervina (Ach.) Mass.	Near Lincoln	Sandstone. Horizontal Surf.									University of Tennessee (TENN)	Nebraska Lichens				
WIS-L-0012062_lg.jpg		Stephen S. Talbot	S15-8	54°54'N, 159°15'W	October 1981	1981-10			ALASKA	USA	Coelocaulon muricatum (Ach.) Laundi	Coelocaulon muricatum (Ach.) Laundi	Simeonof Island, Simeonof NWR	On rock	On rock	120 feet			54°54'N	159°15'W	54.9	-159.25		FLORA OF ALASKA				
TENN-L-0000075_lg.jpg	TENN-L-0000075	Samuel Brisson et Philippe Forest	20320	circa 55°17'N., 77°46'W.	13 juil. 1969	1969-07-13		NOUVEAU-QUEBEC	QUEBEC	Canada	Alectoria lanestris (Ach.) Gyeln.	Alectoria lanestris (Ach.) Gyeln.	POSTE-DE-LA-BALEINE (Great Whale River) Baie d'Hudson Pessière à lichens, terrasse superieure de la rive sud de la rivière	Pessière à lichens, terrasse supérieure de la rive sud de la rivière			Dr I. Brodo		55°17'N	77°46'W	55.283	-77.767	University of Tennessee (TENN)	FLORE DU NOUVEAU-QUEBEC				
TENN-L-0000080_lg.jpg	TENN-L-0000080	M. E. Hale			July, 1956	1956-07		Randolph	West Virginia	USA	Alectoria nidulifera Norrl.	Alectoria nidulifera Norrl.	at Spruce Knob Lake	On Pinus resinosa in the high mountains.	On Pinus resinosa								University of Tennessee (TENN)	LICHENES AMERICANI EXSICCATI				
NY01075781_lg.jpg	1075781	William R. Buck	37567	"45°13'30""N, 121°42'W"	10 August 2000	2000-08-10		Wasco	Oregon	U.S.A.	Arthopyrenia analepta (Ach.) Massal.	Arthopyrenia analepta (Ach.) Massal.	"Mount Hood National Forest, Wapanita Pass near Mount Hood on US 26, Frog Lake Campground, 45°13'30""N, 121°42'W, ca. 1200 m"	montane Abies-Tsuga forest.		ca. 1200 m			"45°13'30""N"	121°42'W	45.225	-121.7	NEW YORK BOTANICAL GARDEN	Cryptogams of Oregon				
WIS-L-0012036_lg.jpg		Stephen Talbot & Sandra Looman	820	60°09'N, 152°36'W	3 September 1987	1987-09-03			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Cook Inlet Kenai (A7) Quadrangle	Vaccinium uliginosum erect dwarf shrub tundra		1800 Feet			60°09'N	152°36'W	60.15	-152.6		FLORA OF ALASKA				
TENN-L-0000016_lg.jpg	TENN-L-0000016	Barbara Moore	433		17 May 1963	1963-05-17		Sevier	TENNESSEE	USA	Actinogyra muhlenbergii (Ach.) Scholander	Actinogyra muhlenbergii (Ach.) Scholander	GSMNP between Cherokee Orchard & Rainbow Falls	conglomerate	conglomerate		Barbara Moore						University of Tennessee (TENN)	FLORA OF TENNESSEE				
TENN-L-0000014_lg.jpg	TENN-L-0000014	H. Kashiwadani (no. 16298) and Y. Endo	16298		August 5, 1980	1980-08-05		Ishikari (石狩国)	Hokkaido	JAPAN	Acroscyphus sphaerophoroides Lév.	Acroscyphus sphaerophoroides Lév.	Mt. Chubetsu (忠別岳), Daisetsu Mts. (大雪山). elevation about 1750 m.	On rocks	On rocks	about 1750 m.	H. Kashiwadani						University of Tennessee (TENN)	S. Kurokawa and H. Kashiwadani LICHENES RARIORES ET CRITICI EXSICCATI			in Ann. Sci. Nat. Bot. ser. 3. 5: 262. 1846	
NY01075765_lg.jpg	1075765	Roland Thaxter	412		Feb 1898.	1898-02		MONROE	FLORIDA	USA	Pyrenocollema atlanticum (Vainio) R. C. Harris	Pyrenocollema atlanticum (Vainio) R. C. Harris	Key West										NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000017_lg.jpg	TENN-L-0000017	Barbara Moore	249		3 Feb 1963	1963-02-03		Sevier	TENNESSEE	USA	Actinogyra muhlenbergii (Ach.) Scholander	Actinogyra muhlenbergii (Ach.) Scholander	GSMNP between Greenbrier Cove and Brushy Mt.	rock	rock		Barbara Moore						University of Tennessee (TENN)	FLORA OF TENNESSEE				
TENN-L-0000084_lg.jpg	TENN-L-0000084	Barbara Moore	502		13 April 1963	1963-04-13		Swain	NORTH CAROLINA	USA	Alectoria nidulifera Alectoria nadvornikiana Gyel.	Alectoria nidulifera	GSMNP Noland Divide trail near Sasafrass Gap	tree bark	tree bark		Barbara Moore						University of Tennessee (TENN)	FLORA OF NORTH CAROLINA				
NY01075839_lg.jpg	1075839	Richard C. Harris	23910		17 December 1988	1988-12-17		Duval	FLORIDA	USA	Ciferriolichen cinchonae (Ach.)	Ciferriolichen cinchonae (Ach.)	"Big Talbot Island State Park, along trail to ""Scrubby Bluff,"" 1.1 mi from N end of park, 2.2 mi from S end of park"	oak scrub grading into coastal hammock.									NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000046_lg.jpg	TENN-L-0000046	A. J. Sharp	4076		2 July 1967	1967-07-02		Amchitka	Alaska	USA	Alectoria	Alectoria	About 6 mi. by road W. of Baker Hanger	Among lichens and mosses on slight hummock, moist, open.									University of Tennessee (TENN)	HATTORI-TENNESSEE COOPERATIVE BRYOGEOGRAPHIC COLLECTIONS, 1964-68				
WIS-L-0012074_lg.jpg		C.E.Garton	15099	N.48° 50' W. 88° 41'	24 July 1972	1972-07-24	Thunder Bay	Thunder Bay Dist.	ONTARIO	Canada	Cetraria chicitae (W. Culb.) W. Culb. & C. Culb.	Cetraria chicitae (W. Culb.) W. Culb. & C. Culb.	NW. corner of Cavern L., l6 km. NNW. of Dorion Twp.	On side near end on top of huge damp shaded basaltic talus boulder at bottom of gorge.	on top of huge damp shaded basaltic talus boulder		P.Y.Wong	1975-11	N.48° 50'	W. 88° 41'	48.833	-88.683		PLANTS OF ONTARIO	No. of Replicates 11			
NY01075792_lg.jpg	1075792	Clifford M. Wetmore	24894		29 May 1976	1976-05-29		East Baton Rouge Parish	LOUISIANA	USA	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Four miles E of Baton Rouge in mixed hardwood forest in Centurion Development being cleared for housing.	in mixed hardwood forest being cleared for housing.									NEW YORK BOTANICAL GARDEN	LICHENS OF LOUISIANA				
WIS-L-0012085_lg.jpg		Stephen & Sandra Talbot	SM97-013	60° 33.130' N 172° 55.612' W	18 July 1997	1997-07-18			Alaska	USA	Cetraria delisei (Bory) Th. Fr.	Cetraria delisei (Bory) Th. Fr.	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad.	On humus of eroding streamlet bank on terrace above beach	On humus	13 m	John W. Thomson	1998	60° 33.130' N	172° 55.612' W	60.552	-172.927		FLORA of ALASKA				
WIS-L-0012045_lg.jpg		Stephen & Sandra Talbot	SM97-158	60° 33.436'N 172° 55.950'W	20 July 1997	1997-07-20			ALASKA	USA	Cetraria laevigata Rassad	Cetraria laevigata Rassad	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad	Carex aquatilis-lichen peatland		33 m	John W. Thomson	1998	60° 33.436'N	172° 55.950'W	60.557	-172.933		FLORA of ALASKA				
TENN-L-0000030_lg.jpg	TENN-L-0000030	A. J. Sharp			July 23, 1955	1955-07-23					Actinogyra mühlenbergii (Ach.) Schol	Actinogyra mühlenbergii (Ach.) Schol	Montreal River on Lake Superior				H. A. Sierk						University of Tennessee (TENN)					
WIS-L-0012027_lg.jpg		Stephen Talbot & Sandra Looman	844	60°09'N, 152°36'W	3 September 1987	1987-09-03			ALASKA	USA	Cetraria islandica (L) Ach.	Cetraria islandica (L) Ach.	Chisik Island, Cook Inlet Kenai (A7) Quadrangle	Low herb snowbed		1800 Feet			60°09'N	152°36'W	60.15	-152.6		FLORA OF ALASKA				
NY01075822_lg.jpg	1075822	William R. Buck	27252	30°26'N, 85°24'W	1 December 1994	1994-12-01		Bay	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	N of Fla Hwy 20, 1.2 mi E of US 231, 30°26'N, 85°24'W	on Rhus open oak scrub	on Rhus				30°26'N	85°24'W	30.433	-85.4	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA				
NY01075815_lg.jpg	1075815	Richard C. Harris	29352	29°12'N, 83°01'W	30 November 1992	1992-11-30		Levy	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Cedar Key Scrub State Preserve, along Co. Rd. 347 ca. 1.5 mi N of jct of Fla. Hwy 24, 29°12'N, 83°01'W	on Quercus dry oak- ericad scrub with low swampy areas.	on Quercus				29°12'N	83°01'W	29.2	-83.017	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000032_lg.jpg	TENN-L-0000032	H. A. Sierk	595		Aug. 1, 1957	1957-08-01			ONTARIO	Canada	Actinogyra mühlenbergii (Ach.) Schol.	Actinogyra mühlenbergii (Ach.) Schol.	Alona Bay on Hwy. 17	On rock	On rock		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ONTARIO				
TENN-L-0000074_lg.jpg	TENN-L-0000074	A.J. Sharp			19 July 1958	1958-07-19			ALASKA	USA	Alectoria lanea (Ehrh.) Nyl.	Alectoria lanea (Ehrh.) Nyl.	At the Point, Barrow										University of Tennessee (TENN)	LICHENS OF ALASKA				
WIS-L-0012025_lg.jpg		Stephen & Sandra Talbot	757	52°48.5'N, 172°48.0'E	22 Jul 1988	1988-07-22			ALASKA	USA	Cetraria islandica (L) Ach.	Cetraria islandica (L) Ach.	West Arm Nevidiskov Bay, Attu Island, Aleutian Islands; 52°48.5'N, 172°48.0'E Map/Quad.: Attu C-5 SW	Mountain ridqe		1600-1900 ft	John W. Thomson		52°48.5'N	172°48.0'E	52.808	172.8		FLORA OF ALASKA				
TENN-L-0000043_lg.jpg	TENN-L-0000043	A.J. Sharp			19 July 1954	1954-07-19		Alger	MICHIGAN	USA	Alectoria	Alectoria	Au Train										University of Tennessee (TENN)	LICHENS OF MICHIGAN				
WIS-L-0012075_lg.jpg		Stephen S. Talbot	458	"66°50'13.8"" N 161°38'03.3"""	28 July 2003	2003-07-28			Alaska	USA	Cetraria pinastri (Scop.) S. Gray	Cetraria pinastri (Scop.) S. Gray	Selawik NWR Quad. Map Selawik (D-5) Alaska	Epiphytic on Alnus viridis	on Alnus viridis	10 ft	John W. Thomson	2003-11	"66°50'13.8"" N"	"161°38'03.3"" W"	66.837	-161.634		FLORA of ALASKA				
WIS-L-0012073_lg.jpg		C.E.Garton	11810	N. 49° 28' W. 88° 52'	25 June 1969	1969-06-25	Thunder Bay	Thunder Bay Dist	ONTARIO	Canada	Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.	Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.	E. side of Black Sturgeon L., 1.6 km. N. of Long Point Bay.	On sloping sides of large exposed basaltic talus boulder.	On sloping sides of large exposed basaltic talus boulder.		P.Y.Wong	1975-11	N. 49° 28'	W. 88° 52'	49.467	-88.867		PLANTS OF ONTARIO	No. of Replicates 6			
TENN-L-0000099_lg.jpg	TENN-L-0000099	J.W. Thomson & J.A. Larsen		63° 15' N, 106° W	July 16-21, 1962	1962-07-16/1962-07-21			NORTHWEST TERRITORIES	Canada	Alectoria ochroleuca (Ehrh.)Nyl.	Alectoria ochroleuca (Ehrh.)Nyl.	west side of Artillery Lake near Rat Lodge.	In open tundra and on sand	on sand				63° 15' N	106° W	63.25	-106	University of Tennessee (TENN)	LICHENES ARCTICI				
NY01075814_lg.jpg	1075814	Richard C. Harris	29440	T.10S., R.20E., sec. 22, 29°37'N, 82°18'W	1 December 1992	1992-12-01		Alachua	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Paynes Prairie State Preserve, vicinity of Alachua Sink, T.10S., R.20E., sec. 22, 29°37'N, 82°18'W	on Celtis mixed hardwoods over limestone	on Celtis				29°37'N	82°18'W	29.617	-82.3	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000049_lg.jpg	TENN-L-0000049	H. & V. Bailey	47		June 20, 1939	1939-06-20		Flathead	Montana	USA	Alectoria	Alectoria	Avalanche Lake Trial east of Lake McDonald	On logs, rocks or humus, trunks of trees, etc.	On logs, rocks or humus, trunks of trees, etc.	About 3500 ft.							University of Tennessee (TENN)	LICHENS OF GALCIER NATIONAL PARK				
TENN-L-0000064_lg.jpg	TENN-L-0000064	H. A. Sierk	623		August 1, 1957	1957-08-01			ONTARIO	Canada	Alectoria jubata (L.) Ach.	Alectoria jubata (L.) Ach.	Agawa Bay	on Pinus resinosus	on Pinus resinosus		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ONTARIO				
NY01075790_lg.jpg	1075790	Shirley C. Tucker	18396	30°48'N, 90°45'W	March 16, 1979	1979-03-16		East Feliciana Parish	Louisiana	USA	Arthopyrenia cinchonae (Ach.) Müll.Arg.	Arthopyrenia cinchonae (Ach.) Müll.Arg.	Idlewild Experimental farm, 30°48'N, 90°45'W, 3 miles SE of Clinton.	on oak twigs, common. On downed hardwoods (oaks, Cornus flor Ida,Liquid-ambar styraciflua mostly) in pine forest on uplands.	on oak twigs, common.				30°48'N	90°45'W	30.8	-90.75	NEW YORK BOTANICAL GARDEN	LICHENS OF LOUISIANA				
WIS-L-0012033_lg.jpg		Stephen & Sandra Talbot	468	52°55.4'N, 172°28.0'E	15 Jul 1988	1988-07-15			Alaska	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Cape Wrangell, Attu Island, Aleutian Islands; 52°55.4'N, 172°28.0'E Map/Quad.: Attu C-6 NW	Rock cliff outcrop		1240-1600 ft	John W. Thomson		52°55.4'N	172°28.0'E	52.923	172.467		FLORA OF ALASKA				
NY01075786_lg.jpg	1075786	Richard C. Harris	53347	"31°14'50""N, 87°29'47""W"	12 April 2007	2007-04-12		Escambia	Alabama	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	"Little River State Forest, W of SR 21, 1.7 mi N of Huxford at CR 30, 31°14'50""N, 87°29'47""W"	on Liriodendron hardwood bottom	on Liriodendron				"31°14'50""N"	"87°29'47""W"	31.247	-87.496	NEW YORK BOTANICAL GARDEN	Lichens of Alabama				
TENN-L-0000001_lg.jpg	TENN-L-0000001	W. A. Weber			1 March 1961	1961-03-01		BOULDER	COLORADO	U.S.A.	Acarospora badiofusca (Nyl.) Th.. Fr.	Acarospora badiofusca (Nyl.) Th. Fr.	"Pinus ponderosa forest, base of ""Flatirons"", alt. 1,900 m, foothills of Front Range just south of Boul- der (the type locality of A. boulderensis)"	"on arkosic boulders, Pinus ponderosa forest, base of ""Flatirons"""	on arkosic boulders	1,900 m							University of Tennessee (TENN)	LICHENES EXSICCATI			Lich. Arctoi 90. I860. — Lecanora badiojusca Nyl., Herb. Mus. Fenn. 110. 1859 - Acarospora boulderensis Magn. in Goteb. Kgl. Vet. Handl. F.6, ser. B, 6, No. 7: 16. 1956. — A asperata Magn. l.c. p. 17. — A cal- ifornica Zahlbr. ined. cf. Typus in herb Vienna No. 1026, non Hasse descr. et Isotypus No. 1385 in Bryologist 17: 62. 1914. — A. irregularis Magn., Monogr. Acar. 229. 1929.	
TENN-L-0000019_lg.jpg	TENN-L-0000019	A.J. Sharp			8 Aug 1954	1954-08-08			Ontario	CANADA	Actinogyra	Actinogyra	Montreal River, 80 mi. nw. of Sault Saint Marie										University of Tennessee (TENN)	FLORA OF CANADA				
WIS-L-0012070_lg.jpg		Stephen S. Talbot	72	54° 54.875' N 159° 15.470' W	14 July 1995	1995-07-14			Alaska	USA	Cetrelia centrarioides (Del. ex Duby) Culb & Culb	Cetrelia centrarioides (Del. ex Duby) Culb & Culb	Simeonof Is.; Shumagin Islands, Alaska; Hill 624 Quad. Map Simeonof Island (D-1), Alaska	On mosses under cliff overhang below mountain ridge on south-facing slope	On mosses	250 m	John W. Thomson	1997	54° 54.875' N	159° 15.470' W	54.915	-159.258		FLORA of ALASKA				
TENN-L-0000028_lg.jpg	TENN-L-0000028	H. A. Sierk	644		Aug. 1, 1957	1957-08-01			ONTARIO	Canada	Actinogyra mühlenbergii (Ach.) Schol.	Actinogyra mühlenbergii (Ach.) Schol.	Agawa Bay	on rock	on rock		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ONTARIO				
WIS-L-0012071_lg.jpg		L.Geiser	L- 345		26 July 1989	1989-07-26			ALASKA	USA	Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb	Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb	Tongass National Forest/Stikine-LeConte Wilderness Mainland, Stikine R., Limb Is., near Elbow Slough Petersburg C-l, Section 14NE, T60S, R83E	ASSOC. PLANTS: Picea sitchensis, Populus trichocarpa Oplopanax horridum, Circaea alpina, Dryopteris austriaca	on P. trichocarpa	(m .) <30	L.Geiser / J.Thomson	1992						LICHENS OF SOUTHEAST ALASKA				Picea sitchensis, Populus trichocarpa Oplopanax horridum, Circaea alpina, Dryopteris austriaca
TENN-L-0000050_lg.jpg	TENN-L-0000050	H. & V. Bailey	85		July 3, 1939	1939-07-03		Flathead	Mont.	USA	Alectoria	Alectoria	Trail to Mount Brown Lookout			6000 ft.							University of Tennessee (TENN)	LICHENS OF GLACIER NATIONAL PARK				
