filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimEventDate	aocr:verbatimScientificName	aocr:verbatimInstitution	dwc:datasetName	dwc:verbatimLocality	dwc:country	dwc:stateProvince	dwc:county	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:eventDate	dwc:scientificName	dwc:decimalLatitude	dwc:decimalLongitude	dwc:fieldNotes	dwc:sex	dwc:identifiedBy	aocr:verbatimDateIdentified	dwc:dateIdentified	dwc:verbatimElevation	dwc:habitat	dwc:municipality	dwc:occurrenceRemarks	dwc:substrate	dwc:verbatimCoordinates	dwc:family
NY01075775_lg.jpg	1075775	W. A. Weber		10 May 1991	PYRENOCOLLEMA TICHOTHECIOIDES (Arn.) Harris	NEW YORK BOTANICAL GARDEN		North edge of City of Boulder, on City Open Space land, Lee Hill Road just west of Foothills Highway	U.S.A.	Colorado	BOULDER			1991-05-10	PYRENOCOLLEMA TICHOTHECIOIDES (Arn.) Harris									On low outcrops of fragmented shales of the Niobrara Formation			On low outcrops of fragmented shales of the Niobrara Formation		
NY01075790_lg.jpg	1075790	Shirley C. Tucker	18396	March 16, 1979	Arthopyrenia cinchonae (Ach.) Müll.Arg.	NEW YORK BOTANICAL GARDEN	LICHENS OF LOUISIANA	Idlewild Experimental farm, 30°48'N, 90°45'W, 3 miles SE of Clinton.	USA	Louisiana	East Feliciana Parish	30°48'N	90°45'W	1979-03-16	Arthopyrenia cinchonae (Ach.) Müll.Arg.	30.8	-90.75							on oak twigs, common. On downed hardwoods (oaks, Cornus flor Ida,Liquid-ambar styraciflua mostly) in pine forest on uplands.			on oak twigs, common.	30°48'N, 90°45'W	
NY01075792_lg.jpg	1075792	Clifford M. Wetmore	24894	29 May 1976	Arthopyrenia cinchonae (Ach.) Müll. Arg.	NEW YORK BOTANICAL GARDEN	LICHENS OF LOUISIANA	Four miles E of Baton Rouge in mixed hardwood forest in Centurion Development being cleared for housing.	USA	LOUISIANA	East Baton Rouge Parish			1976-05-29	Arthopyrenia cinchonae (Ach.) Müll. Arg.									in mixed hardwood forest being cleared for housing.					
NY01075806_lg.jpg	1075806	G. T. Johnson	s.n.	4 Sep 1960	Arthopyrenia cinchonae (Ach.) Müll. Arg.	NEW YORK BOTANICAL GARDEN	LICHENS OF TENNESSEE	5 mi NW of Oliver Springs.	USA	TENNESSEE	ANDERSON			1960-09-04	Arthopyrenia cinchonae (Ach.) Müll. Arg.														
NY01075818_lg.jpg	1075818	William R. Buck	27352	3 December 1994	Arthopyrenia cinchonae (Ach.) Müll. Arg.	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA	Lake Butler Wildlife Management Area, Raiford Tract, along Co. Rd. 125, 6.1 mi ENE of US 301 at Lawtey, 30°04'N, 82°09'W	U.S.A	FLORIDA	Bradford	30°04'N	82°09'W	1994-12-03	Arthopyrenia cinchonae (Ach.) Müll. Arg.	30.067	-82.15							on Myrica cerifera pine scrub around Taxodium swamp.			on Myrica cerifera	30°04'N, 82°09'W	
NY01075822_lg.jpg	1075822	William R. Buck	27252	1 December 1994	Arthopyrenia cinchonae (Ach.) Müll. Arg.	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA	N of Fla Hwy 20, 1.2 mi E of US 231, 30°26'N, 85°24'W	U.S.A.	FLORIDA	Bay	30°26'N	85°24'W	1994-12-01	Arthopyrenia cinchonae (Ach.) Müll. Arg.	30.433	-85.4							on Rhus open oak scrub			on Rhus	30°26'N, 85°24'W	
NY01075827_lg.jpg	1075827	Richard C. Harris	23906	17 December 1988	Ciferriolichen cinchonae (Ach.)	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA	"Big Talbot Island State Park, along trail to ""Scrubby Bluff,"" 1.1 mi from N end of park, 2.2 mi from S end of park"	USA	FLORIDA	Duval			1988-12-17	Ciferriolichen cinchonae (Ach.)									oak scrub grading into coastal hammock.					
NY01075831_lg.jpg	1075831	Richard C. Harris	36046	5 December 1994	Arthopyrenia cinchonae (Ach.) Müll. Arg.	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA	Little River Sink, N of 200th Street, 2 mi W of Co. Rd. 49, 30°05'N, 82°55'W	U.S.A.	FLORIDA	Suwannee	30°05'N	82°55'W	1994-12-05	Arthopyrenia cinchonae (Ach.) Müll. Arg.	30.083	-82.917							on Prunus oak scrub around calcareous sinkhole.			on Prunus	30°05'N, 82°55'W	
NY01075837_lg.jpg	1075837	Richard C. Harris	23220	1 December 1988	Ciferriolichen cinchonae (Ach.)	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA	Apalachicola National Forest, ca. 2 mi S of Sumatra, Black Creek at end of Forest Serv. Rd. 101A;	USA	FLORIDA	Franklin			1988-12-01	Ciferriolichen cinchonae (Ach.)									on Fraxinus Taxodium-Fraxinus swamp.			on Fraxinus		
TENN-L-0000013_lg.jpg	TENN-L-0000013	M. Togashi		July 18, 1969	Acroscyphus sphaerophoroides Lév.	University of Tennessee (TENN)	Syo Kurokawa: LICHENES RARIORES ET CRITICI EXSICCATI	Mt. Tomuraushi (トムラ ウシ岳), Daisetsu Mts. (大雪山). On exposed rocks; elevation about 2000 m.	JAPAN	Hokkaido	Ishikari (石狩国)			1969-07-18	Acroscyphus sphaerophoroides Lév.					Y. Asahina			about 2000 m.	On exposed rocks		in Ann. Sci. Nat. Bot., ser. 3, 5 : 262. 1846	On exposed rocks		
TENN-L-0000019_lg.jpg	TENN-L-0000019	A.J. Sharp		8 Aug 1954	Actinogyra	University of Tennessee (TENN)	FLORA OF CANADA	Montreal River, 80 mi. nw. of Sault Saint Marie	CANADA	Ontario				1954-08-08	Actinogyra														
TENN-L-0000028_lg.jpg	TENN-L-0000028	H. A. Sierk	644	Aug. 1, 1957	Actinogyra mühlenbergii (Ach.) Schol.	University of Tennessee (TENN)	LICHENS OF ONTARIO	Agawa Bay	Canada	ONTARIO				1957-08-01	Actinogyra mühlenbergii (Ach.) Schol.					H. A. Sierk				on rock			on rock		
TENN-L-0000035_lg.jpg	TENN-L-0000035	Dr. & Mrs. A. J. Sharp, Z. Iwatsuki & I. Yoshimura	650161	Oct. 30, 1965	Actinogyra muhlenbergii (Ach.) Schol.	University of Tennessee (TENN)	LICHENS OF NORTH AMERICA	Highlands, National forest	U. S. A.	NORTH CAROLINA	Macon			1965-10-30	Actinogyra muhlenbergii (Ach.) Schol.									On upper surface of rock			On upper surface of rock		
TENN-L-0000047_lg.jpg	TENN-L-0000047	A. J. Sharp and Z. Iwatsuki	A389	24 July 1967	Alectoria	University of Tennessee (TENN)	HATTORI-TENNESSEE COOPERATIVE BRYOGEOGRAPHIC COLLECTIONS, 1964-68	Across bay from Port Moller	USA	Alaska				1967-07-24	Alectoria									Open face of cliff					
TENN-L-0000057_lg.jpg	TENN-L-0000057	Donald Richards and Francis Drouet	1315	September 19, 1941	Alectoria Fremontii Tuck.	University of Tennessee (TENN)	FLORA OF TRINITY COUNTY, CALIFORNIA	Weaver creek northwest of Weaverville Altitude ca. 2,200 feet	USA	CALIFORNIA	TRINITY			1941-09-19	Alectoria Fremontii Tuck.					C. W. Dodge		1943	ca. 2,200 feet	Hanging from trees					
TENN-L-0000058_lg.jpg	TENN-L-0000058	E. Hall		1871	Alectoria Fremontii Tuck.	University of Tennessee (TENN)	RELIQUIAE TUCKERMANIANAE		USA	Oregon				1871	Alectoria Fremontii Tuck.					Edward Tuckerman									
TENN-L-0000061_lg.jpg	TENN-L-0000061	W.W.Jeffrey	445A	1959	Alectoria jubata (L.) Ach.	University of Tennessee (TENN)	FLORA OF NORTHWEST TERRITORIES	S.W. Mackenzie Mts.:Liard Range, 10 mi. W. of Fort Liard, 3000 ft. alt.	Canada	NORTHWEST TERRITORIES				1959	Alectoria jubata (L.) Ach.					Howard Crum			3000 ft.						
TENN-L-0000063_lg.jpg	TENN-L-0000063	Edward Tuckerman			Alectoria jubata Ach. var. chalybeiformis Ach. Syn. of Alectoria chalybeiformis Roehling	University of Tennessee (TENN)	RELIQUIAE TUCKERMANIANAE	Amherst, Massachusetts	USA	Massachusetts	Hampshire				Alectoria jubata Ach. var. chalybeiformis Ach.					Edward Tuckerman					Amherst				
TENN-L-0000072_lg.jpg	TENN-L-0000072	Walter Kiener	3414	Sept.20,1935.	Alectoria jubata implexa (Hoffm.) Ach.	University of Tennessee (TENN)	FLORA LICHENES	Rocky Mountain National Park Longs Peak	U.S.A.	COLORADO		40° N		1935-09-20	Alectoria jubata implexa (Hoffm.) Ach.	40							10,000 ft.	On bark of Pinus flexilis.			On bark of Pinus flexilis.	Lat. 40° N	
TENN-L-0000084_lg.jpg	TENN-L-0000084	Barbara Moore	502	13 April 1963	Alectoria nidulifera Alectoria nadvornikiana Gyel.	University of Tennessee (TENN)	FLORA OF NORTH CAROLINA	GSMNP Noland Divide trail near Sasafrass Gap	USA	NORTH CAROLINA	Swain			1963-04-13	Alectoria nidulifera					Barbara Moore				tree bark			tree bark		
TENN-L-0000089_lg.jpg	TENN-L-0000089	Walter Kiener	4387	July 25,1936	Alectoria nigricans (Ach.) Nyl	University of Tennessee (TENN)	Lichens of COLORADO	Rocky Mountain National Park Longs Peak. High-alpine	U.S.A.	COLORADO		40° N.		1936-07-25	Alectoria nigricans (Ach.) Nyl	40							13,500 ft.	Over siliceous rocks			Over siliceous rocks	Lat.40° N.	
WIS-L-0011734_lg.jpg		Stephen S. Talbot	A91A-24	July 1982	Cetraria laevigatum Rass		FLORA OF ALASKA	Mentasta Mountains; Tetlin NWR	USA	ALASKA		62° 41' N	142° 37' W	1982-07	Cetraria laevigatum Rass	62.683	-142.617						4000 ft.	Subalpine Betula nana - Vaccinium uliginosum shrubland				62° 41' N, 142° 37' W	
WIS-L-0012025_lg.jpg		Stephen & Sandra Talbot	757	22 Jul 1988	Cetraria islandica (L) Ach.		FLORA OF ALASKA	West Arm Nevidiskov Bay, Attu Island, Aleutian Islands; 52°48.5'N, 172°48.0'E Map/Quad.: Attu C-5 SW	USA	ALASKA		52°48.5'N	172°48.0'E	1988-07-22	Cetraria islandica (L) Ach.	52.808	172.8			John W. Thomson			1600-1900 ft	Mountain ridqe				52°48.5'N, 172°48.0'E	
WIS-L-0012041_lg.jpg		Stephen S. Talbot	210	19 July 2003	Cetraria laevigata Rass.		FLORA of ALASKA	Selawik NWR Quad. Map Shungnak (C-6) Alaska	USA	ALASKA		"66°33'41.6"" N"	"158° 59' 56.6"" W"	2003-07-19	Cetraria laevigata Rass.	66.562	-158.999			John W. Thomson		2003-11	11 ft	Picea mariana-Ledum decumbens-Rubus chamaemorus-Sphagnum woodland bog	Shungnak			"66°33'41.6""N 158°59'56.6""W"	
WIS-L-0012052_lg.jpg		Stephen S. Talbot	224A	19 July 2003	Cetraria laevigata Rass.		FLORA of ALASKA	Selawik NWR Quad. Map Shungnak (C-6) Alaska	USA	ALASKA		"66°33'41.6"" N"	"158°59'56.6"" W"	2003-07-19	Cetraria laevigata Rass.	66.562	-158.999			John W. Thomson		2003-11	11 ft	On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland				"66°33'41.6"" N 158°59'56.6"" W"	
WIS-L-0012056_lg.jpg		Stephen S. Talbot	225	19 July 2003	Cetraria laevigata Rass.		FLORA of ALASKA	Selawik NWR Quad. Map Shungnak (C-6) Alaska	USA	ALASKA		"66°33'41.6""N"	"158°59'56.6""W"	2003-07-19	Cetraria laevigata Rass.	66.562	-158.999			John W. Thomson		2003-11	11 ft	On feathermosses in Picea mariana-Vaccinium uliginosum/V vitis-idaea-Pleurozium schreberi woodland			On feathermosses	"66°33'41.6""N 158°59'56.6""W"	
WIS-L-0012062_lg.jpg		Stephen S. Talbot	S15-8	October 1981	Coelocaulon muricatum (Ach.) Laundi		FLORA OF ALASKA	Simeonof Island, Simeonof NWR	USA	ALASKA		54°54'N	159°15'W	1981-10	Coelocaulon muricatum (Ach.) Laundi	54.9	-159.25						120 feet	On rock			On rock	54°54'N, 159°15'W	
WIS-L-0012070_lg.jpg		Stephen S. Talbot	72	14 July 1995	Cetrelia centrarioides (Del. ex Duby) Culb & Culb		FLORA of ALASKA	Simeonof Is.; Shumagin Islands, Alaska; Hill 624 Quad. Map Simeonof Island (D-1), Alaska	USA	Alaska		54° 54.875' N	159° 15.470' W	1995-07-14	Cetrelia centrarioides (Del. ex Duby) Culb & Culb	54.915	-159.258			John W. Thomson		1997	250 m	On mosses under cliff overhang below mountain ridge on south-facing slope			On mosses	54° 54.875' N 159° 15.470' W	
WIS-L-0012071_lg.jpg		L.Geiser	L- 345	26 July 1989	Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb		LICHENS OF SOUTHEAST ALASKA	Tongass National Forest/Stikine-LeConte Wilderness Mainland, Stikine R., Limb Is., near Elbow Slough Petersburg C-l, Section 14NE, T60S, R83E	USA	ALASKA				1989-07-26	Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb					L.Geiser / J.Thomson		1992	(m .) <30	ASSOC. PLANTS: Picea sitchensis, Populus trichocarpa Oplopanax horridum, Circaea alpina, Dryopteris austriaca			on P. trichocarpa		
WIS-L-0012077_lg.jpg		N. Grulke	87-25	August, 1987	Err:509		PLANTS OF NORTHERN ALASKA	Collected in the North Slope Foothills of the Cen- tral Brooks Range (68°38'N,149°31'W), .5 km E of Toolik Lake at 635 m	USA	ALASKA		68°38'N	149°31'W	1987-08	Cetraria delisea (Bory) Th. Fr.	68.633	-149.517						635 m	moist tussock tundra domin- ated by Ledum palustre ssp. decumbens, Eriophorum vaginatum. Betula nana, and Vaccinium vitis-idaea.		CHEMICAL TESTS: P-		68°38'N,149°31'W	
